molecule_zinc_id,molecule_chembl_id,smiles_clean,pKi_mean_value,pKi_last_value,pKi_first_value,target_organism
ZINC000029233945,CHEMBL10991,NCCC[C@@H](NC(=O)c1ccc(NCc2cnc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,5.07,5.07,5.07,Homo sapiens
ZINC000029235934,CHEMBL10991,NCCC[C@@H](NC(=O)c1ccc(NCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,6.12,6.12,6.12,Homo sapiens
ZINC000029241753,CHEMBL3129,CCOC(=O)CCCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)OCC)C(=O)OCC)cc1,6.84,7.34,6.34,Homo sapiens
ZINC000029241759,CHEMBL3129,CCOC(=O)CCCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)OCC)C(=O)OCC)cc1,6.84,7.34,6.34,Homo sapiens
ZINC000029241767,CHEMBL3129,CCOC(=O)CCCCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)OCC)C(=O)OCC)cc1,6.779999999999999,7.25,6.31,Homo sapiens
ZINC000029241773,CHEMBL3129,CCOC(=O)CCCCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)OCC)C(=O)OCC)cc1,6.779999999999999,7.25,6.31,Homo sapiens
ZINC000029245595,CHEMBL3129,Nc1nc(N)c2nc(CN(CCCC(=O)O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.34,8.71,9.97,Homo sapiens
ZINC000029245603,CHEMBL3129,Nc1nc(N)c2nc(CN(CCCC(=O)O)c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.34,8.71,9.97,Homo sapiens
ZINC000029246859,CHEMBL3129,CCOC(=O)CCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)OCC)C(=O)OCC)cc1,7.365,7.85,6.88,Homo sapiens
ZINC000029246865,CHEMBL3129,CCOC(=O)CCCN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](CCC(=O)OCC)C(=O)OCC)cc1,7.365,7.85,6.88,Homo sapiens
ZINC000029247440,CHEMBL3129,Nc1nc(N)c2nc(CN(CCCCCC(=O)O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.265,8.79,9.74,Homo sapiens
ZINC000029247448,CHEMBL3129,Nc1nc(N)c2nc(CN(CCCCCC(=O)O)c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.265,8.79,9.74,Homo sapiens
ZINC000029248780,CHEMBL3129,Nc1nc(N)c2nc(CN(CCCCC(=O)O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.36,8.84,9.88,Homo sapiens
ZINC000029248786,CHEMBL3129,Nc1nc(N)c2nc(CN(CCCCC(=O)O)c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,9.36,8.84,9.88,Homo sapiens
ZINC000029250560,CHEMBL7963,N#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.34,6.34,6.34,Homo sapiens
ZINC000029250567,CHEMBL7963,N#CCN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.34,6.34,6.34,Homo sapiens
ZINC000029253445,CHEMBL17739,COc1cc(Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1,8.82,8.82,8.82,Homo sapiens
ZINC000029324102,CHEMBL9629,Nc1nc(O)c2c(Cl)c(NCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,7.0,7.0,7.0,Homo sapiens
ZINC000029324107,CHEMBL9629,Nc1nc(O)c2c(Cl)c(NCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,7.0,7.0,7.0,Homo sapiens
ZINC000029331901,CHEMBL10151,NCCC[C@@H](NC(=O)c1ccc(OCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,5.42,5.42,5.42,Homo sapiens
ZINC000029331906,CHEMBL10151,NCCC[C@H](NC(=O)c1ccc(OCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,5.42,5.42,5.42,Homo sapiens
ZINC000029332309,CHEMBL10151,NCCC[C@@H](NC(=O)c1ccc(OCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,6.28,6.28,6.28,Homo sapiens
ZINC000029332314,CHEMBL10151,NCCC[C@H](NC(=O)c1ccc(OCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,6.28,6.28,6.28,Homo sapiens
ZINC000029334115,CHEMBL10151,Nc1nc(O)c2c(Cl)c(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,7.0,7.0,7.0,Homo sapiens
ZINC000029334120,CHEMBL10151,Nc1nc(O)c2c(Cl)c(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,7.0,7.0,7.0,Homo sapiens
ZINC000029334134,CHEMBL11249,NCCC[C@@H](NC(=O)c1ccc(NC[C@@H]2CNc3nc(N)[nH]c(=O)c3C2)cc1)C(=O)O,5.7,5.7,5.7,Homo sapiens
ZINC000029334139,CHEMBL11249,NCCC[C@@H](NC(=O)c1ccc(NC[C@H]2CNc3nc(N)[nH]c(=O)c3C2)cc1)C(=O)O,5.7,5.7,5.7,Homo sapiens
ZINC000029334152,CHEMBL11764,Nc1nc(O)c2cc(CNc3ccc(C(=O)N[C@H](CCS(=O)(=O)O)C(=O)O)cc3)cnc2n1,6.4,6.4,6.4,Homo sapiens
ZINC000029336451,CHEMBL10151,NCCC[C@@H](NC(=O)c1ccc(NCc2ccc3nc(N)[nH]c(=O)c3c2Cl)cc1)C(=O)O,6.37,6.37,6.37,Homo sapiens
ZINC000029337132,CHEMBL10151,NCCC[C@@H](NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3c2Cl)cc1)C(=O)O,8.52,8.52,8.52,Homo sapiens
ZINC000029337136,CHEMBL10151,NCCC[C@H](NC(=O)c1ccc(NCc2ccc3nc(N)nc(N)c3c2Cl)cc1)C(=O)O,8.52,8.52,8.52,Homo sapiens
ZINC000029341522,CHEMBL10151,NCCC[C@@H](NC(=O)c1ccc(SCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,5.82,5.82,5.82,Homo sapiens
ZINC000029341525,CHEMBL10151,NCCC[C@H](NC(=O)c1ccc(SCc2ccc3nc(N)[nH]c(=O)c3c2)cc1)C(=O)O,5.82,5.82,5.82,Homo sapiens
ZINC000029341528,CHEMBL10151,NCCC[C@@H](NC(=O)c1ccc(SCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,5.42,5.42,5.42,Homo sapiens
ZINC000029341532,CHEMBL10151,NCCC[C@H](NC(=O)c1ccc(SCc2ccc3nc[nH]c(=O)c3c2)cc1)C(=O)O,5.42,5.42,5.42,Homo sapiens
ZINC000029397823,CHEMBL12397,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,7.94,7.94,7.94,Homo sapiens
ZINC000029398487,CHEMBL12397,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,7.94,7.94,7.94,Homo sapiens
ZINC000029464457,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.47,6.47,6.47,Homo sapiens
ZINC000029464460,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.47,6.47,6.47,Homo sapiens
ZINC000029464463,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.47,6.47,6.47,Homo sapiens
ZINC000029464466,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.47,6.47,6.47,Homo sapiens
ZINC000029470636,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC=O)C(=O)O)cc1,6.19,6.19,6.19,Homo sapiens
ZINC000029470640,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC=O)C(=O)O)cc1,6.19,6.19,6.19,Homo sapiens
ZINC000029471912,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.43,6.43,6.43,Homo sapiens
ZINC000029471920,CHEMBL9084,C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)N[C@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1,6.43,6.43,6.43,Homo sapiens
ZINC000029559584,CHEMBL10207,COc1cc(C)c2ccc(Cc3cnc(N)nc3N)cc2n1,6.52,6.52,6.52,Homo sapiens
ZINC000029559588,CHEMBL10207,Cc1cc(N2CCOCC2)nc2cc(Cc3cnc(N)nc3N)ccc12,6.2,6.2,6.2,Homo sapiens
ZINC000029561284,CHEMBL10207,COc1cc(C)nc2c(OC)cc(Cc3cnc(N)nc3N)cc12,6.27,6.27,6.27,Homo sapiens
ZINC000029561521,CHEMBL16939,Nc1cc(N)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,6.0,6.0,6.0,Homo sapiens
ZINC000029561523,CHEMBL16939,Nc1cc(N)c2c(CCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)coc2n1,6.0,6.0,6.0,Homo sapiens
ZINC000029562185,CHEMBL16939,CC[C@@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.66,6.66,6.66,Homo sapiens
ZINC000029562189,CHEMBL16939,CC[C@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.66,6.66,6.66,Homo sapiens
ZINC000029562192,CHEMBL16939,CC[C@@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.66,6.66,6.66,Homo sapiens
ZINC000029562195,CHEMBL16939,CC[C@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.66,6.66,6.66,Homo sapiens
ZINC000029565145,CHEMBL10209,CCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@H](C)C2,6.96,6.96,6.96,Homo sapiens
ZINC000029565148,CHEMBL10209,CCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@@H](C)C2,6.96,6.96,6.96,Homo sapiens
ZINC000029565525,CHEMBL10207,COc1cc(Cc2cnc(N)nc2N)cc2c(N(C)C)cc(C)nc12,6.85,6.85,6.85,Homo sapiens
ZINC000029566400,CHEMBL10207,COc1cc(C)c2cc(Cc3cnc(N)nc3N)cc(C)c2n1,5.74,5.74,5.74,Homo sapiens
ZINC000029566535,CHEMBL10209,CCCc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)(C)C2,7.34,7.34,7.34,Homo sapiens
ZINC000029566936,CHEMBL10209,C/C=C/c1cc(Cc2cnc(N)nc2N)cc(/C=C/C)c1OC,9.1,9.1,9.1,Homo sapiens
ZINC000029567449,CHEMBL16939,C[C@@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,Homo sapiens
ZINC000029567453,CHEMBL16939,C[C@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,Homo sapiens
ZINC000029567456,CHEMBL16939,C[C@@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,Homo sapiens
ZINC000029567458,CHEMBL16939,C[C@H](Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,6.38,6.38,6.38,Homo sapiens
ZINC000029567721,CHEMBL10209,CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@H](C)C2,7.18,7.18,7.18,Homo sapiens
ZINC000029567725,CHEMBL10209,CCCc1cc(Cc2cnc(N)nc2N)cc2c1O[C@@H](C)C2,7.18,7.18,7.18,Homo sapiens
ZINC000029568789,CHEMBL10209,Cc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)(C)C2,6.72,6.72,6.72,Homo sapiens
ZINC000029568793,CHEMBL10209,CCOc1cc(Cc2cnc(N)nc2N)cc2c1OCO2,6.85,6.85,6.85,Homo sapiens
ZINC000031910584,CHEMBL77028,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1cc(OC)c(OC)c(OC)c1,5.4,5.4,5.4,Homo sapiens
ZINC000031910587,CHEMBL77028,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(Cl)cc1,5.4,5.4,5.4,Homo sapiens
ZINC000031910590,CHEMBL77028,C#CCN(Cc1nc2cc(C(F)(F)F)ccc2nc1-c1ccccc1)c1ccc(OC)cc1,5.52,5.52,5.52,Homo sapiens
ZINC000032017223,CHEMBL12782,Nc1nc(N)c2c(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)coc2n1,6.35,6.35,6.35,Homo sapiens
ZINC000033769556,CHEMBL69872,CCOC(=O)CSC1=N[C@H](c2ccccc2)C(C(=O)OCC)=C(C)N1,6.08,6.08,6.08,Homo sapiens
ZINC000033769557,CHEMBL69872,CCOC(=O)CSC1=N[C@@H](c2ccccc2)C(C(=O)OCC)=C(C)N1,6.08,6.08,6.08,Homo sapiens
ZINC000034074108,CHEMBL49279,COc1ccccc1/C(C)=C/c1coc2nc(N)nc(N)c12,5.8,5.8,5.8,Homo sapiens
ZINC000034085595,CHEMBL50525,C/C(=C/c1coc2nc(N)nc(N)c12)c1cccc2ccccc12,5.0,5.0,5.0,Homo sapiens
ZINC000034633889,CHEMBL44687,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1,5.849999999999999,5.85,5.85,Homo sapiens
ZINC000034801948,CHEMBL15190,CCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,6.55,7.01,5.95,Homo sapiens
ZINC000034801949,CHEMBL15190,CCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,6.4075,6.21,6.88,Homo sapiens
ZINC000034801954,CHEMBL10743,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](C(=O)O)[C@H](O)CC(=O)O)cc1,8.28,8.28,8.28,Homo sapiens
ZINC000034801955,CHEMBL10743,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](C(=O)O)[C@H](O)CC(=O)O)cc1,8.28,8.28,8.28,Homo sapiens
ZINC000034801962,CHEMBL15190,CCCCCCCOc1cccc(Cc2c(N)nc(N)nc2CC)c1,6.8975,6.15,7.72,Homo sapiens
ZINC000034801963,CHEMBL15190,CCCCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,6.140000000000001,6.12,5.65,Homo sapiens
ZINC000034801964,CHEMBL15190,CCCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,6.626666666666668,6.0,7.44,Homo sapiens
ZINC000034801965,CHEMBL15190,CCCCCCCOc1cccc(Cc2c(C)nc(N)nc2N)c1,6.3425,7.12,6.0,Homo sapiens
ZINC000034801980,CHEMBL31880,O=C1OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2cccc3cccc1c23,5.02,5.02,5.02,Homo sapiens
ZINC000034801981,CHEMBL31880,O=C1OC(c2ccc(O)c(I)c2)(c2ccc(O)c(I)c2)c2c1ccc1ccccc21,5.41,5.41,5.41,Homo sapiens
ZINC000034875815,CHEMBL51527,CCOC(=O)CCCOc1cc(NCc2ccc3nc(N)nc(N)c3c2)ccc1OC,7.595,8.02,7.17,Homo sapiens
ZINC000036113728,CHEMBL13371,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](C[C@H](F)C(=O)O)C(=O)O)cc1,8.87,8.87,8.87,Homo sapiens
ZINC000038247831,CHEMBL49279,COc1ccccc1/C(C)=C\c1coc2nc(N)nc(N)c12,6.01,6.3,5.72,Homo sapiens
ZINC000038262552,CHEMBL90739,Nc1nc2[nH]cc(Cc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,6.19,6.19,6.19,Homo sapiens
ZINC000038784031,CHEMBL45252,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,6.25,6.25,6.25,Homo sapiens
ZINC000039273512,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,7.72,7.72,7.72,Homo sapiens
ZINC000040186681,CHEMBL58709,Nc1nc(N)c2ccc(-c3ccccc3)cc2n1,6.13,6.13,6.13,Homo sapiens
ZINC000040392373,CHEMBL44687,COc1cc(-c2ccccc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.82,5.77,5.87,Homo sapiens
ZINC000040402041,CHEMBL43976,CCCc1c(Sc2c(Cl)cccc2Cl)[nH]c2nc(N)nc(N)c12,5.59,5.59,5.59,Homo sapiens
ZINC000040402047,CHEMBL46340,C=CCN(C[C@H]1CCc2nc(N)nc(N)c2N1CC=C)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.67,5.67,5.67,Homo sapiens
ZINC000040402051,CHEMBL46340,C=CCN(C[C@@H]1CCc2nc(N)nc(N)c2N1CC=C)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.67,5.67,5.67,Homo sapiens
ZINC000040414338,CHEMBL44687,COc1cc(-c2ccccc2C)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.87,5.87,5.87,Homo sapiens
ZINC000040414341,CHEMBL44687,COc1cc(-c2ccccc2C)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.87,5.87,5.87,Homo sapiens
ZINC000040421806,CHEMBL45337,CCc1nc(N)nc(N)c1C#CCc1cccc(OC)c1OC,6.89,6.89,6.89,Homo sapiens
ZINC000040423090,CHEMBL45337,CCc1nc(N)nc(N)c1C#CCc1cc(OC)c(OC)c(OC)c1,7.24,7.24,7.24,Homo sapiens
ZINC000040423104,CHEMBL45337,COc1ccc(OC)c(CC#Cc2cnc(N)nc2N)c1,5.49,5.49,5.49,Homo sapiens
ZINC000040423229,CHEMBL45337,COc1ccc(OC)c(CC#Cc2c(C)nc(N)nc2N)c1,5.89,5.89,5.89,Homo sapiens
ZINC000040429338,CHEMBL45252,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)cc1,5.82,5.82,5.82,Homo sapiens
ZINC000040835951,CHEMBL45252,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(F)cc1,5.59,5.59,5.59,Homo sapiens
ZINC000040860441,CHEMBL44687,COc1cc(-c2c(C)cccc2C)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.9,5.9,5.9,Homo sapiens
ZINC000040860443,CHEMBL44687,COc1cc(-c2c(C)cccc2C)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.9,5.9,5.9,Homo sapiens
ZINC000040860445,CHEMBL44687,COc1cc(-c2c(C(C)C)cccc2C(C)C)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.14,5.14,5.14,Homo sapiens
ZINC000040860447,CHEMBL44687,COc1cc(-c2c(C(C)C)cccc2C(C)C)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.14,5.14,5.14,Homo sapiens
ZINC000040860462,CHEMBL44687,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1,5.849999999999999,5.85,5.85,Homo sapiens
ZINC000040860464,CHEMBL44687,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1C,5.56,5.56,5.56,Homo sapiens
ZINC000040860466,CHEMBL44687,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1C,5.56,5.56,5.56,Homo sapiens
ZINC000040863629,CHEMBL44687,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C)cccc1C,5.47,5.47,5.47,Homo sapiens
ZINC000040863631,CHEMBL44687,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C)cccc1C,5.47,5.47,5.47,Homo sapiens
ZINC000040865223,CHEMBL44687,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C(C)C)cccc1C(C)C,5.38,5.38,5.38,Homo sapiens
ZINC000040865226,CHEMBL44687,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C(C)C)cccc1C(C)C,5.38,5.38,5.38,Homo sapiens
ZINC000040865870,CHEMBL44687,COc1cc(-c2ccccc2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.815,5.77,5.86,Homo sapiens
ZINC000040917430,CHEMBL46340,Nc1nc(N)c2c(n1)CC[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,6.25,6.25,6.25,Homo sapiens
ZINC000040917432,CHEMBL46340,Nc1nc(N)c2c(n1)CC[C@@H](CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)N2,6.25,6.25,6.25,Homo sapiens
ZINC000040917434,CHEMBL46340,Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,6.25,6.25,6.25,Homo sapiens
ZINC000040917436,CHEMBL46340,Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)N2,6.25,6.25,6.25,Homo sapiens
ZINC000040917438,CHEMBL46340,C=CCN1c2c(N)nc(N)nc2CC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.85,5.85,5.85,Homo sapiens
ZINC000040917440,CHEMBL46340,C=CCN1c2c(N)nc(N)nc2CC[C@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.85,5.85,5.85,Homo sapiens
ZINC000040917773,CHEMBL43976,CCCc1c(Sc2c(C)cccc2C)[nH]c2nc(N)nc(N)c12,5.52,5.52,5.52,Homo sapiens
ZINC000040951362,CHEMBL45252,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1,5.55,5.55,5.55,Homo sapiens
ZINC000040951365,CHEMBL45252,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(Cl)cc(Cl)c1,5.25,5.25,5.25,Homo sapiens
ZINC000040953852,CHEMBL45252,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1,5.46,5.46,5.46,Homo sapiens
ZINC000040954256,CHEMBL45252,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc2ccccc2c1,5.54,5.54,5.54,Homo sapiens
ZINC000040954258,CHEMBL45252,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,5.6,5.6,5.6,Homo sapiens
ZINC000040972600,CHEMBL45252,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N(CCC(=O)O)C(=O)O)cc1,7.7,7.7,7.7,Homo sapiens
ZINC000040977421,CHEMBL45337,CCc1nc(N)nc(N)c1C#CCc1ccccc1,6.44,6.44,6.44,Homo sapiens
ZINC000042919889,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)cc1,6.52,6.52,6.52,Homo sapiens
ZINC000042920837,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,6.46,6.46,6.46,Homo sapiens
ZINC000042921561,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1,5.59,5.59,5.59,Homo sapiens
ZINC000042965744,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(F)cc1,6.21,6.21,6.21,Homo sapiens
ZINC000043012037,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc2ccccc2c1,5.66,5.66,5.66,Homo sapiens
ZINC000043017533,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1,6.54,6.54,6.54,Homo sapiens
ZINC000043021829,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cccc(Cl)c1,6.52,6.52,6.52,Homo sapiens
ZINC000043060296,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(OC)cc(OC)c1,6.27,6.27,6.27,Homo sapiens
ZINC000043066403,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1Cl,6.22,6.22,6.22,Homo sapiens
ZINC000043072686,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Br)cc1,6.59,6.59,6.59,Homo sapiens
ZINC000043073487,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(Cl)cc(Cl)c1,6.55,6.55,6.55,Homo sapiens
ZINC000043077062,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,6.59,6.59,6.59,Homo sapiens
ZINC000043122941,CHEMBL47619,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(OC)ccc1OC,6.08,6.08,6.08,Homo sapiens
ZINC000043132143,CHEMBL69872,CC(=O)C1=C(C)NC(=S)N[C@H]1c1cccc(O)c1,5.03,5.03,5.03,Homo sapiens
ZINC000043132145,CHEMBL69872,CC(=O)C1=C(C)NC(=S)N[C@@H]1c1cccc(O)c1,5.03,5.03,5.03,Homo sapiens
ZINC000043450404,CHEMBL13279,CCCCCCCCc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,6.01,6.01,6.01,Homo sapiens
ZINC000043504171,CHEMBL13279,CCCCCCCCCCCCc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,6.52,6.52,6.52,Homo sapiens
ZINC000043706278,CHEMBL13279,CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCc2ccc(S(=O)(=O)F)cc2Cl)c(Cl)c1,7.65,7.65,7.65,Homo sapiens
