,zinc_id,smiles,first_affinity,last_affinity,mean_affinity,chembldocid,reference.pubmed_id,reference.chembl_id
577,ZINC000040429338,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)cc1,5.82,5.82,5.82,45252,18800768,CHEMBL1140135
578,ZINC000040835951,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(F)cc1,5.59,5.59,5.59,45252,18800768,CHEMBL1140135
579,ZINC000040860441,COc1cc(-c2c(C)cccc2C)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.9,5.9,5.9,44687,18834108,CHEMBL1142493
580,ZINC000040860443,COc1cc(-c2c(C)cccc2C)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.9,5.9,5.9,44687,18834108,CHEMBL1142493
581,ZINC000040860445,COc1cc(-c2c(C(C)C)cccc2C(C)C)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.14,5.14,5.14,44687,18834108,CHEMBL1142493
582,ZINC000040860447,COc1cc(-c2c(C(C)C)cccc2C(C)C)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.14,5.14,5.14,44687,18834108,CHEMBL1142493
583,ZINC000040860462,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1,5.85,5.85,5.849999999999999,44687,18834108,CHEMBL1142493
584,ZINC000040860464,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1C,5.56,5.56,5.56,44687,18834108,CHEMBL1142493
585,ZINC000040860466,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1C,5.56,5.56,5.56,44687,18834108,CHEMBL1142493
586,ZINC000040863629,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C)cccc1C,5.47,5.47,5.47,44687,18834108,CHEMBL1142493
587,ZINC000040863631,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C)cccc1C,5.47,5.47,5.47,44687,18834108,CHEMBL1142493
588,ZINC000040865223,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C(C)C)cccc1C(C)C,5.38,5.38,5.38,44687,18834108,CHEMBL1142493
589,ZINC000040865226,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1c(C(C)C)cccc1C(C)C,5.38,5.38,5.38,44687,18834108,CHEMBL1142493
590,ZINC000040865870,COc1cc(-c2ccccc2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.86,5.77,5.8149999999999995,44687,18834108,CHEMBL1142493
591,ZINC000040917430,Nc1nc(N)c2c(n1)CC[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,6.25,6.25,6.25,46340,18555562,CHEMBL1153868
592,ZINC000040917432,Nc1nc(N)c2c(n1)CC[C@@H](CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)N2,6.25,6.25,6.25,46340,18555562,CHEMBL1153868
593,ZINC000040917434,Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,6.25,6.25,6.25,46340,18555562,CHEMBL1153868
594,ZINC000040917436,Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)N2,6.25,6.25,6.25,46340,18555562,CHEMBL1153868
595,ZINC000040917438,C=CCN1c2c(N)nc(N)nc2CC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.85,5.85,5.85,46340,18555562,CHEMBL1153868
596,ZINC000040917440,C=CCN1c2c(N)nc(N)nc2CC[C@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5.85,5.85,5.85,46340,18555562,CHEMBL1153868
597,ZINC000040917773,CCCc1c(Sc2c(C)cccc2C)[nH]c2nc(N)nc(N)c12,5.52,5.52,5.52,43976,18605720,CHEMBL1155823
598,ZINC000040951362,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1,5.55,5.55,5.55,45252,18800768,CHEMBL1140135
599,ZINC000040951365,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(Cl)cc(Cl)c1,5.25,5.25,5.25,45252,18800768,CHEMBL1140135
600,ZINC000040953852,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1,5.46,5.46,5.46,45252,18800768,CHEMBL1140135
601,ZINC000040954256,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc2ccccc2c1,5.54,5.54,5.54,45252,18800768,CHEMBL1140135
602,ZINC000040954258,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,5.6,5.6,5.6,45252,18800768,CHEMBL1140135
603,ZINC000040972600,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N(CCC(=O)O)C(=O)O)cc1,7.7,7.7,7.7,45252,18800768,CHEMBL1140135
604,ZINC000040977421,CCc1nc(N)nc(N)c1C#CCc1ccccc1,6.44,6.44,6.44,45337,19007108,CHEMBL1140220
605,ZINC000042919889,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)cc1,6.52,6.52,6.52,47619,19719239,CHEMBL1151945
606,ZINC000042920837,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,6.46,6.46,6.46,47619,19719239,CHEMBL1151945
607,ZINC000042921561,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1,5.59,5.59,5.59,47619,19719239,CHEMBL1151945
608,ZINC000042965744,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(F)cc1,6.21,6.21,6.21,47619,19719239,CHEMBL1151945
609,ZINC000043012037,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc2ccccc2c1,5.66,5.66,5.66,47619,19719239,CHEMBL1151945
610,ZINC000043017533,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1,6.54,6.54,6.54,47619,19719239,CHEMBL1151945
611,ZINC000043021829,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cccc(Cl)c1,6.52,6.52,6.52,47619,19719239,CHEMBL1151945
612,ZINC000043060296,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(OC)cc(OC)c1,6.27,6.27,6.27,47619,19719239,CHEMBL1151945
613,ZINC000043066403,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1Cl,6.22,6.22,6.22,47619,19719239,CHEMBL1151945
614,ZINC000043072686,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Br)cc1,6.59,6.59,6.59,47619,19719239,CHEMBL1151945
615,ZINC000043073487,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(Cl)cc(Cl)c1,6.55,6.55,6.55,47619,19719239,CHEMBL1151945
616,ZINC000043077062,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,6.59,6.59,6.59,47619,19719239,CHEMBL1151945
617,ZINC000043122941,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(OC)ccc1OC,6.08,6.08,6.08,47619,19719239,CHEMBL1151945
618,ZINC000043132143,CC(=O)C1=C(C)NC(=S)N[C@H]1c1cccc(O)c1,5.03,5.03,5.03,69872,None,CHEMBL3045961
619,ZINC000043132145,CC(=O)C1=C(C)NC(=S)N[C@@H]1c1cccc(O)c1,5.03,5.03,5.03,69872,None,CHEMBL3045961
620,ZINC000043450404,CCCCCCCCc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,6.01,6.01,6.01,13279,7699713,CHEMBL1128273
621,ZINC000043504171,CCCCCCCCCCCCc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,6.52,6.52,6.52,13279,7699713,CHEMBL1128273
622,ZINC000043706278,CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCc2ccc(S(=O)(=O)F)cc2Cl)c(Cl)c1,7.65,7.65,7.65,13279,7699713,CHEMBL1128273
623,ZINC000044431214,C=CCN1c2c(N)nc(N)nc2CC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Br,5.63,5.63,5.63,46340,18555562,CHEMBL1153868
624,ZINC000044431216,C=CCN1c2c(N)nc(N)nc2CC[C@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Br,5.63,5.63,5.63,46340,18555562,CHEMBL1153868
625,ZINC000045283407,CC[C@H](C#Cc1c(C)nc(N)nc1N)c1cc(OC)c(OC)c(OC)c1,6.7,6.7,6.7,48431,19560363,CHEMBL1154109
626,ZINC000045283728,COc1cc(CC#Cc2c(C)nc(N)nc2N)cc(-c2c(C)cccc2C)c1,5.8,5.8,5.8,48431,19560363,CHEMBL1154109
627,ZINC000045284013,COc1ccc(-c2cc(OC)cc([C@H](C)C#Cc3c(C)nc(N)nc3N)c2)cc1,6.74,6.74,6.74,48431,19560363,CHEMBL1154109
628,ZINC000045284015,COc1ccc(-c2cc(OC)cc([C@@H](C)C#Cc3c(C)nc(N)nc3N)c2)cc1,6.74,6.74,6.74,48431,19560363,CHEMBL1154109
629,ZINC000045285322,COc1cc(-c2ccc(C(C)(C)C)cc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.68,6.68,6.68,48431,19560363,CHEMBL1154109
630,ZINC000045285645,CC[C@@H](C#Cc1c(C)nc(N)nc1N)c1cc(OC)c(OC)c(OC)c1,6.7,6.7,6.7,48431,19560363,CHEMBL1154109
631,ZINC000045286448,COc1ccc(OC)c([C@H](O)C#Cc2c(C)nc(N)nc2N)c1,5.92,5.92,5.92,48431,19560363,CHEMBL1154109
632,ZINC000045286450,COc1ccc(OC)c([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.4,6.4,6.4,48431,19560363,CHEMBL1154109
633,ZINC000045286452,COc1ccc(OC)c([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.4,6.4,6.4,48431,19560363,CHEMBL1154109
634,ZINC000045286771,COc1cc(-c2ccc(C)cc2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.85,5.85,5.85,48431,19560363,CHEMBL1154109
635,ZINC000045286787,COc1cc(-c2ccccc2)cc([C@@H](O)C#Cc2c(C)nc(N)nc2N)c1,5.64,5.64,5.64,48431,19560363,CHEMBL1154109
636,ZINC000045286789,COc1cc(-c2ccccc2)cc([C@H](O)C#Cc2c(C)nc(N)nc2N)c1,5.64,5.64,5.64,48431,19560363,CHEMBL1154109
637,ZINC000045286795,CCc1nc(N)nc(N)c1C#C[C@H](C)c1cc(OC)c(OC)c(OC)c1,7.06,7.06,7.06,48431,19560363,CHEMBL1154109
638,ZINC000045287067,COc1ccc(OC)c([C@@H](O)C#Cc2c(C)nc(N)nc2N)c1,5.92,5.92,5.92,48431,19560363,CHEMBL1154109
639,ZINC000045289975,COc1ccc(OC)c([C@@H](C#Cc2c(C)nc(N)nc2N)OC)c1,7.22,7.22,7.22,48431,19560363,CHEMBL1154109
640,ZINC000045290669,COc1cc(-c2ccc(C(C)(C)C)cc2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.68,6.68,6.68,48431,19560363,CHEMBL1154109
641,ZINC000045299453,COc1cc(-c2cc(C)cc(C)c2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.12,6.12,6.12,48431,19560363,CHEMBL1154109
642,ZINC000045299600,COc1cc(-c2cc(C)cc(C)c2)cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c1,6.12,6.12,6.12,48431,19560363,CHEMBL1154109
643,ZINC000045299615,COc1cc(-c2ccc(C)cc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1,5.85,5.85,5.85,48431,19560363,CHEMBL1154109
644,ZINC000045300197,CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(OC)c(OC)c(OC)c1,7.06,7.06,7.06,48431,19560363,CHEMBL1154109
645,ZINC000045314908,COc1ccc(OC)c([C@H](C#Cc2c(C)nc(N)nc2N)OC)c1,7.22,7.22,7.22,48431,19560363,CHEMBL1154109
646,ZINC000045316419,COc1cc([C@H](C#Cc2c(C)nc(N)nc2N)C(C)C)cc(OC)c1OC,6.54,6.54,6.54,48431,19560363,CHEMBL1154109
647,ZINC000045316423,COc1cc([C@@H](C#Cc2c(C)nc(N)nc2N)C(C)C)cc(OC)c1OC,6.54,6.54,6.54,48431,19560363,CHEMBL1154109
648,ZINC000045347910,COc1ccccc1/C(=C\c1coc2nc(N)nc(N)c12)C1CC1,5.89,5.89,5.89,49279,19748785,CHEMBL1152608
649,ZINC000045350893,CC[C@@H](C)[C@@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.34,5.34,5.34,49279,19748785,CHEMBL1152608
650,ZINC000045350897,CC[C@H](C)[C@@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.34,5.34,5.34,49279,19748785,CHEMBL1152608
651,ZINC000045350901,CC[C@@H](C)[C@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.34,5.34,5.34,49279,19748785,CHEMBL1152608
652,ZINC000045350905,CC[C@H](C)[C@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.34,5.34,5.34,49279,19748785,CHEMBL1152608
653,ZINC000045351790,COc1ccccc1/C(=C\c1coc2nc(N)nc(N)c12)C(C)C,5.2,6.08,5.640000000000001,49279,19748785,CHEMBL1152608
654,ZINC000045352478,CCC/C(=C/c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.8,5.8,5.8,49279,19748785,CHEMBL1152608
655,ZINC000045352554,COc1ccccc1[C@H](Cc1coc2nc(N)nc(N)c12)C(C)C,5.29,6.11,5.7,49279,19748785,CHEMBL1152608
656,ZINC000045352558,COc1ccccc1[C@@H](Cc1coc2nc(N)nc(N)c12)C(C)C,5.29,6.11,5.7,49279,19748785,CHEMBL1152608
657,ZINC000045364267,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)oc2nc(N)nc(N)c12,5.4,5.4,5.4,49957,20056546,CHEMBL1159120
658,ZINC000045386102,COc1ccccc1[C@H](Cc1coc2nc(N)nc(N)c12)CC(C)C,5.28,5.28,5.28,49279,19748785,CHEMBL1152608
659,ZINC000045386106,COc1ccccc1[C@@H](Cc1coc2nc(N)nc(N)c12)CC(C)C,5.28,5.28,5.28,49279,19748785,CHEMBL1152608
660,ZINC000045386588,CCC[C@@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.6,5.6,5.6,49279,19748785,CHEMBL1152608
661,ZINC000045386592,CCC[C@H](Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,5.6,5.6,5.6,49279,19748785,CHEMBL1152608
662,ZINC000045388034,CC[C@@H](C)/C(=C/c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.96,5.06,5.51,49279,19748785,CHEMBL1152608
663,ZINC000045388038,CC[C@H](C)/C(=C/c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.96,5.06,5.51,49279,19748785,CHEMBL1152608
664,ZINC000045391895,COc1ccccc1[C@@H](Cc1coc2nc(N)nc(N)c12)C1CC1,5.3,6.19,5.745,49279,19748785,CHEMBL1152608
665,ZINC000045391899,COc1ccccc1[C@H](Cc1coc2nc(N)nc(N)c12)C1CC1,5.3,6.19,5.745,49279,19748785,CHEMBL1152608
666,ZINC000045392109,CCCC/C(=C/c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.37,5.37,5.37,49279,19748785,CHEMBL1152608
667,ZINC000045484444,CCc1nc(N)nc(N)c1C#CCc1cc(OC)ccc1OC,5.89,5.89,5.89,45337,19007108,CHEMBL1140220
668,ZINC000045484447,CCCc1nc(N)nc(N)c1C#CCc1cc(OC)ccc1OC,5.93,5.93,5.93,45337,19007108,CHEMBL1140220
669,ZINC000049066508,C=CCNc1ccc2nc(SC)n(Cc3ccccc3)c(=O)c2c1,6.1,6.1,6.1,50832,20350811,CHEMBL1156232
670,ZINC000049069934,O=c1c2cc([N+](=O)[O-])ccc2nc(SC/C=C/c2ccccc2)n1Cc1ccccc1,5.52,5.52,5.52,50832,20350811,CHEMBL1156232
671,ZINC000049070683,C=CCSc1nc2ccc(NC(=O)/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,6.3,6.3,6.3,50832,20350811,CHEMBL1156232
672,ZINC000049071126,Cc1ccc2nc(SC/C=C/c3ccccc3)n(Cc3ccccc3)c(=O)c2c1,6.0,6.0,6.0,50832,20350811,CHEMBL1156232
673,ZINC000049071253,Nc1ccc2nc(SC/C=C/c3ccccc3)n(Cc3ccccc3)c(=O)c2c1,5.22,5.22,5.22,50832,20350811,CHEMBL1156232
674,ZINC000049071960,CSc1nc2ccc(N(C/C=C/c3ccccc3)C/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,6.1,6.1,6.1,50832,20350811,CHEMBL1156232
675,ZINC000049071988,C=CCN(C)c1ccc2nc(SC)n(Cc3ccccc3)c(=O)c2c1,5.7,5.7,5.7,50832,20350811,CHEMBL1156232
676,ZINC000049072129,C=CCSc1nc2ccc(N(CC=C)CC=C)cc2c(=O)n1Cc1ccccc1,6.05,6.05,6.05,50832,20350811,CHEMBL1156232
677,ZINC000049072819,Cc1ccc2c(c1)c(=O)n(Cc1ccccc1)c(=S)n2[C@H](O)/C=C/c1ccccc1,5.52,5.52,5.52,50832,20350811,CHEMBL1156232
678,ZINC000049072821,Cc1ccc2c(c1)c(=O)n(Cc1ccccc1)c(=S)n2[C@@H](O)/C=C/c1ccccc1,5.52,5.52,5.52,50832,20350811,CHEMBL1156232
679,ZINC000049073415,C=CCNc1ccc2nc(SCC=C)n(Cc3ccccc3)c(=O)c2c1,6.0,6.0,6.0,50832,20350811,CHEMBL1156232
680,ZINC000049073445,CSc1nc2ccc(NC(=O)/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,6.0,6.0,6.0,50832,20350811,CHEMBL1156232
681,ZINC000049087936,C=CCSc1nc2ccc(N)cc2c(=O)n1Cc1ccccc1,5.3,5.3,5.3,50832,20350811,CHEMBL1156232
682,ZINC000049109386,C=CCSc1nc2ccc(NC/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,5.52,5.52,5.52,50832,20350811,CHEMBL1156232
683,ZINC000049111669,C=CCSc1nc2ccc([N+](=O)[O-])cc2c(=O)n1Cc1ccccc1,5.7,5.7,5.7,50832,20350811,CHEMBL1156232
684,ZINC000049112397,C=CCSc1nc2ccc(C)cc2c(=O)n1Cc1ccccc1,5.4,5.4,5.4,50832,20350811,CHEMBL1156232
685,ZINC000049113149,C=CCN(CC=C)c1ccc2nc(SC)n(Cc3ccccc3)c(=O)c2c1,6.0,6.0,6.0,50832,20350811,CHEMBL1156232
686,ZINC000049124583,C=CC(=O)Nc1ccc2nc(SC/C=C/c3ccccc3)n(Cc3ccccc3)c(=O)c2c1,5.7,5.7,5.7,50832,20350811,CHEMBL1156232
687,ZINC000049125937,CSc1nc2ccc(NC/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,5.7,5.7,5.7,50832,20350811,CHEMBL1156232
688,ZINC000049583069,COc1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1OC,7.93,7.07,7.5,51527,20452776,CHEMBL1165926
689,ZINC000049781360,C=CCSc1nc2ccc(N(C/C=C/c3ccccc3)C/C=C/c3ccccc3)cc2c(=O)n1Cc1ccccc1,6.15,6.15,6.15,50832,20350811,CHEMBL1156232
690,ZINC000049781419,O=C(/C=C/c1ccccc1)Nc1ccc2nc(SC/C=C/c3ccccc3)n(Cc3ccccc3)c(=O)c2c1,6.3,6.3,6.3,50832,20350811,CHEMBL1156232
691,ZINC000049803390,CCCN(Cc1ccc2nc(N)nc(N)c2c1)c1ccc(OC)c(OCCCCC(=O)OC)c1,5.87,6.73,6.300000000000001,51527,20452776,CHEMBL1165926
692,ZINC000049803616,COc1ccc(NCc2ccc3nc(N)nc(N)c3c2)cc1OCCCC(=O)O,6.45,7.3,6.875,51527,20452776,CHEMBL1165926
693,ZINC000049803778,COC(=O)CCCCOc1cc(NCc2ccc3nc(N)nc(N)c3c2)ccc1OC,7.89,7.03,7.46,51527,20452776,CHEMBL1165926
694,ZINC000049803895,COC(=O)c1ccc(COc2cc(NCc3ccc4nc(N)nc(N)c4c3)ccc2OC)cc1,6.76,7.61,7.1850000000000005,51527,20452776,CHEMBL1165926
695,ZINC000049867178,Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Br)N2C[C@H](Br)CBr,5.03,5.03,5.03,46340,18555562,CHEMBL1153868
696,ZINC000049867180,Nc1nc(N)c2c(n1)CC[C@H](CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1Br)N2C[C@H](Br)CBr,5.03,5.03,5.03,46340,18555562,CHEMBL1153868
697,ZINC000053683152,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,5.0,5.0,5.0,66586,22946585,CHEMBL2176920
698,ZINC000053683191,COC(=O)C1CCN(C(=O)c2ccc(N(C)Cc3cnc4nc(N)nc(N)c4n3)cc2)CC1,6.1,6.1,6.1,66586,22946585,CHEMBL2176920
699,ZINC000053683841,COc1cc(C(C)(C)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC,6.54,6.54,6.54,72541,23375226,CHEMBL2331301
700,ZINC000058539491,C=CCN1c2c(N)nc(N)nc2CC[C@H]1CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,5.85,5.85,5.85,46340,18555562,CHEMBL1153868
701,ZINC000058539623,C=CCN(C[C@@H]1CCc2nc(N)nc(N)c2N1CC=C)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,5.67,5.67,5.67,46340,18555562,CHEMBL1153868
702,ZINC000058543551,C=CCN1c2c(N)nc(N)nc2CC[C@H]1CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1Br,5.63,5.63,5.63,46340,18555562,CHEMBL1153868
703,ZINC000058633332,COc1ccccc1/C(=C/c1coc2nc(N)nc(N)c12)C1CC1,5.89,5.89,5.89,49279,19748785,CHEMBL1152608
704,ZINC000058650033,CCCC/C(=C\c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.37,5.37,5.37,49279,19748785,CHEMBL1152608
705,ZINC000058650152,CC[C@@H](C)/C(=C\c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.96,5.06,5.51,49279,19748785,CHEMBL1152608
706,ZINC000064261550,CCC/C(=C\c1coc2nc(N)nc(N)c12)c1ccccc1OC,5.8,5.8,5.8,49279,19748785,CHEMBL1152608
707,ZINC000064261554,COc1ccccc1/C(=C/c1coc2nc(N)nc(N)c12)C(C)C,5.2,6.08,5.640000000000001,49279,19748785,CHEMBL1152608
708,ZINC000064503653,COc1cc(-c2ccccc2)ccc1[C@H](C)C#Cc1c(C)nc(N)nc1N,6.47,6.47,6.47,82398,24568657,CHEMBL3232887
709,ZINC000064503655,COc1cc(-c2ccccc2)ccc1[C@@H](C)C#Cc1c(C)nc(N)nc1N,6.47,6.47,6.47,82398,24568657,CHEMBL3232887
710,ZINC000064526311,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)c(OC)cc1-c1ccccc1,6.5,6.5,6.5,82398,24568657,CHEMBL3232887
711,ZINC000064526313,COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c(OC)cc1-c1ccccc1,6.5,6.5,6.5,82398,24568657,CHEMBL3232887
712,ZINC000066165938,Nc1nc2sc3cccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,7.0,7.0,7.0,58630,21550809,CHEMBL1817595
713,ZINC000066167057,Nc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,7.05,7.05,7.05,58630,21550809,CHEMBL1817595
714,ZINC000068246437,Cc1cc2nc(-c3nccs3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,7.03,7.03,7.03,77117,24428639,CHEMBL3124778
715,ZINC000068246438,Cc1cc2nc(-c3nccs3)n(-c3cc4nc(N)nc(N)c4cc3Cl)c2cc1C,8.12,8.12,8.12,77117,24428639,CHEMBL3124778
716,ZINC000068246439,Cc1cc2nc(-c3cccs3)n(-c3ccc4c(N)nc(N)nc4c3)c2cc1C,5.99,5.99,5.99,77117,24428639,CHEMBL3124778
717,ZINC000068246798,Cc1cc2c(N)nc(N)nc2cc1-c1ccc(N)cc1,6.86,6.86,6.86,58709,21831637,CHEMBL1817628
718,ZINC000069137120,COc1ccccc1-c1ccc2c(N)nc(N)nc2c1,5.94,5.94,5.94,58709,21831637,CHEMBL1817628
719,ZINC000072104662,NC1=N[C@@H](C2CC2)N(OCc2ccccc2)C(N)=N1,6.26,6.26,6.26,58830,21788136,CHEMBL1821611
720,ZINC000072104663,NC1=N[C@H](C2CC2)N(OCc2ccccc2)C(N)=N1,6.26,6.26,6.26,58830,21788136,CHEMBL1821611
721,ZINC000072104768,NC1=NC2(CCC2)N(OCc2ccccc2)C(N)=N1,6.87,6.87,6.87,58830,21788136,CHEMBL1821611
722,ZINC000072104769,CC[C@]1(C)N=C(N)N=C(N)N1OCc1ccccc1,6.81,6.81,6.81,58830,21788136,CHEMBL1821611
723,ZINC000072104770,CC[C@@]1(C)N=C(N)N=C(N)N1OCc1ccccc1,6.81,6.81,6.81,58830,21788136,CHEMBL1821611
724,ZINC000072105910,CC1(C)N=C(N)N=C(N)N1OCc1ccccc1,7.16,7.16,7.16,58830,21788136,CHEMBL1821611
725,ZINC000072106003,NC1=NC2(CCCCCC2)N(OCc2ccccc2)C(N)=N1,5.27,5.27,5.27,58830,21788136,CHEMBL1821611
726,ZINC000072112326,COc1ccc(-c2cc3nc(N)nc(N)c3cc2C)cc1OC,7.91,7.91,7.91,58709,21831637,CHEMBL1817628
727,ZINC000072112560,Cc1cc2c(N)nc(N)nc2cc1-c1ccccc1,6.89,6.89,6.89,58709,21831637,CHEMBL1817628
728,ZINC000072113088,COc1ccc(OC)c(-c2cc3nc(N)nc(N)c3cc2C)c1,7.56,7.56,7.56,58709,21831637,CHEMBL1817628
729,ZINC000072114148,CC(=O)c1cccc(-c2ccc3c(N)nc(N)nc3c2)c1,6.49,6.49,6.49,58709,21831637,CHEMBL1817628
730,ZINC000072114207,Cc1ccccc1-c1cc2nc(N)nc(N)c2cc1C,7.02,7.02,7.02,58709,21831637,CHEMBL1817628
731,ZINC000072114523,CCOc1ccc(Cl)cc1-c1cc2nc(N)nc(N)c2cc1C,7.95,7.95,7.95,58709,21831637,CHEMBL1817628
732,ZINC000072114524,CCOc1ccc(C)cc1-c1cc2nc(N)nc(N)c2cc1C,7.65,7.65,7.65,58709,21831637,CHEMBL1817628
733,ZINC000072116151,CCOc1ccccc1-c1ccc2c(N)nc(N)nc2c1,7.07,7.07,7.07,58709,21831637,CHEMBL1817628
734,ZINC000072116214,CC(=O)c1cccc(-c2cc3nc(N)nc(N)c3cc2C)c1,7.58,7.58,7.58,58709,21831637,CHEMBL1817628
735,ZINC000072116215,CCOc1ccc(C=O)cc1-c1cc2nc(N)nc(N)c2cc1C,7.92,7.92,7.92,58709,21831637,CHEMBL1817628
736,ZINC000072116235,CCOc1ccc(C(=O)N(CC)CC)cc1-c1cc2nc(N)nc(N)c2cc1C,7.47,7.47,7.47,58709,21831637,CHEMBL1817628
